sma_fast,sma_slow,rsi_period,rsi_lower,rsi_upper,macro_gate,total_return,sharpe,max_dd,win_rate,profit_factor,expectancy,total_trades,passes_filters
50,150,21,30,70,unrate_only,-34.65154826181773,-0.8485370884734225,36.56165857793887,27.397260273972602,0.31034798337072267,-47.46787433125722,73,False
100,150,14,30,70,neither,-42.93683681726158,-0.8520778933537954,43.31275396491468,34.58646616541353,0.4484580185614013,-32.283335952828196,133,False
50,200,10,30,70,unrate_only,-28.03852546651708,-0.8522362778077635,30.430501398876054,37.03703703703704,0.31608299503276777,-34.61546353891003,81,False
50,200,21,40,60,unrate_only,-25.12448031522504,-0.8661307634613185,27.78585954501949,35.0,0.40674714565457204,-31.40560039403136,80,False
50,100,14,35,65,unrate_only,-29.68165080441817,-0.8848267311854414,32.80598092887117,34.5679012345679,0.3815449254637104,-36.64401333878786,81,False
50,150,21,45,55,unrate_only,-17.529228996626824,-0.8993191616637914,19.188281434363507,34.48275862068966,0.3068685334002792,-30.2228086148738,58,False
100,250,14,30,70,neither,-41.63602296052276,-0.9013916994018618,41.63602296052276,35.11450381679389,0.42458098122036264,-31.783223633986807,131,False
50,150,10,30,70,unrate_only,-29.757897996102393,-0.9014019397687258,32.09272254661171,36.7816091954023,0.32204867654463165,-34.20448045529004,87,False
50,150,21,40,60,unrate_only,-26.59042079967205,-0.902091215317295,29.392852206408154,35.294117647058826,0.40234115391088676,-31.28284799961407,85,False
20,250,21,35,65,unrate_only,-31.803810786197147,-0.9184624897499432,35.32231838948198,28.431372549019606,0.4068613443878774,-31.18020665313448,102,False
100,150,14,45,55,unrate_only,-20.845685607572822,-0.925588926106661,21.629438976102687,32.55813953488372,0.3257175891775206,-24.239169311131235,86,False
20,250,21,30,70,unrate_only,-34.262716730878076,-0.9305827267627559,36.18419244432273,25.252525252525253,0.3505959666559431,-34.608804778664734,99,False
50,100,10,35,65,unrate_only,-27.061234028605075,-0.9336748519647482,28.646718095032575,36.26373626373626,0.3565530672328005,-29.73761981165396,91,False
100,200,14,30,70,payems_only,-41.04701433401948,-0.9391298680505485,41.874536449130126,34.74576271186441,0.41549561539048696,-34.78560536781314,118,False
100,250,14,30,70,payems_only,-39.36626433476608,-0.9392660793631595,40.11280527518006,34.78260869565217,0.4068112796240708,-34.23153420414445,115,False
50,250,21,35,65,both,-39.65608313021296,-0.9402327715746611,44.11828151107126,33.33333333333333,0.43378343831321176,-29.374876392750384,135,False
100,250,14,30,70,both,-40.565303430942706,-0.9413357307316698,41.9100264472594,33.88429752066116,0.3943800495076431,-33.52504415780395,121,False
100,200,14,30,70,both,-42.21281640566021,-0.9427150507717554,43.52026408038904,33.87096774193548,0.4032537035217043,-34.04259387553243,124,False
50,200,21,45,55,unrate_only,-17.751755781797602,-0.9473647078414472,19.4063316807447,33.33333333333333,0.2673540673029169,-32.873621818143704,54,False
100,150,14,30,70,both,-43.17303537285929,-0.9476274777250028,44.45875788332492,33.88429752066116,0.4000561449557954,-35.68019452302423,121,False
50,250,21,45,55,unrate_only,-18.428043033446638,-0.9482880414413907,20.088549070419752,32.758620689655174,0.2759174002539874,-31.772487988701112,58,False
50,250,21,35,65,neither,-43.55350993787574,-0.9592026320480487,46.28409857022323,31.125827814569533,0.4587172417448814,-28.84338406481836,151,False
20,150,21,35,65,unrate_only,-33.67500961509879,-0.9637756704352031,37.096974766633025,28.431372549019606,0.37946051010347687,-33.01471530892041,102,False
100,150,14,30,70,payems_only,-43.11187402440829,-0.9740851207796489,44.642974117427485,34.45378151260504,0.4031467335103727,-36.22846556672963,119,False
50,250,21,35,65,payems_only,-39.93002224306333,-0.9776606498993601,42.97325726256131,33.59375,0.4202239785096069,-31.1953298773932,128,False
50,100,21,30,70,unrate_only,-39.49527949374852,-0.9798080595206622,39.49527949374852,27.631578947368425,0.2837121921264042,-51.967473018090196,76,False
50,100,21,40,60,unrate_only,-29.707343869775606,-0.9799142584865679,32.16388392966783,30.0,0.38002263765226013,-33.008159855306175,90,False
50,100,21,30,70,payems_only,-51.28254694456216,-0.9863427924944209,52.88227431814963,29.770992366412212,0.36530647598965094,-39.14698240042915,131,False
20,250,21,40,60,unrate_only,-27.65090558840491,-0.9901395339720508,30.644476201941316,36.55913978494624,0.39015831843983395,-29.732156546671977,93,False
50,100,14,30,70,unrate_only,-36.11002676012731,-0.9907754067467446,38.06036738200584,30.681818181818183,0.3086863013914426,-41.034121318326484,88,False
20,150,14,30,70,unrate_only,-35.04983889428474,-0.9914959387777037,37.9892790167572,31.25,0.3382792333491661,-31.294499012754294,112,False
50,150,21,35,65,both,-47.48455007029123,-0.9920383294259902,49.445371407600405,32.6530612244898,0.4058188367598023,-32.302415013803525,147,False
50,250,14,45,55,unrate_only,-19.229113283995183,-0.996617217766045,20.347331029035935,30.37974683544304,0.28748602432342013,-24.34064972657616,79,False
20,250,14,30,70,unrate_only,-33.95256425822614,-0.9987682842376628,36.94166358147182,30.357142857142854,0.3375973809187466,-30.314789516273265,112,False
20,200,21,35,65,unrate_only,-34.89271104379457,-1.0039532601991905,37.36213142477329,27.184466019417474,0.3807032568962852,-33.87641848912092,103,False
50,100,21,35,65,payems_only,-48.84159126314003,-1.0051998987150712,52.63745029386251,31.25,0.4037681467865554,-33.91777171051389,144,False
